OSEBuildingID,PrimaryPropertyType,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),Outlier,Electricity(%),NaturalGas(%),SteamUse(%),OtherFuelUse(%),Adult EducationGFA,Automobile DealershipGFA,Bank BranchGFA,Bar/NightclubGFA,College/UniversityGFA,Convenience Store without Gas StationGFA,Convention CenterGFA,CourthouseGFA,Data CenterGFA,Distribution CenterGFA,Enclosed MallGFA,Fast Food RestaurantGFA,Financial OfficeGFA,Fitness Center/Health Club/GymGFA,Food SalesGFA,Food ServiceGFA,Hospital (General Medical & Surgical)GFA,HotelGFA,K-12 SchoolGFA,LaboratoryGFA,LibraryGFA,Lifestyle CenterGFA,Manufacturing/Industrial PlantGFA,Medical OfficeGFA,Movie TheaterGFA,Multifamily HousingGFA,MuseumGFA,Non-Refrigerated WarehouseGFA,OfficeGFA,OtherGFA,Other - EducationGFA,Other - Entertainment/Public AssemblyGFA,Other - Lodging/ResidentialGFA,Other - MallGFA,Other - Public ServicesGFA,Other - RecreationGFA,Other - Restaurant/BarGFA,Other - ServicesGFA,Other - Technology/ScienceGFA,Other - UtilityGFA,Other/Specialty HospitalGFA,Outpatient Rehabilitation/Physical TherapyGFA,ParkingGFA,Performing ArtsGFA,"Personal Services (Health/Beauty, Dry Cleaning, etc)GFA",Police StationGFA,Pre-school/DaycareGFA,Prison/IncarcerationGFA,Refrigerated WarehouseGFA,"Repair Services (Vehicle, Shoe, Locksmith, etc)GFA",Residence Hall/DormitoryGFA,Residential Care FacilityGFA,RestaurantGFA,Retail StoreGFA,Self-Storage FacilityGFA,Senior Care CommunityGFA,Social/Meeting HallGFA,Strip MallGFA,Supermarket/Grocery StoreGFA,Swimming PoolGFA,Urgent Care/Clinic/Other OutpatientGFA,Vocational SchoolGFA,Wholesale Club/SupercenterGFA,Worship FacilityGFA,Campus,Multifamily HR (10+),Multifamily LR (1-4),Multifamily MR (5-9),NonResidential,Nonresidential COS,SPS-District K-12,MainEnergySource_Electricity(%),MainEnergySource_NaturalGas(%),MainEnergySource_SteamUse(%),building_age
23605,Low-Rise Multifamily,1.0,4.0,56074,0.0,56074.0,Multifamily Housing,56074.0,94.0,1686439.0,0.0,1554407.0,0.0,0.0,10.84,0,100.00418183385638,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,56074,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30
23609,Low-Rise Multifamily,1.0,4.0,43132,0.0,43132.0,Multifamily Housing,43132.0,29.0,1215144.0,0.0,1120243.0,0.0,0.0,7.81,0,100.0041064205671,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43132,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34
23610,Mid-Rise Multifamily,1.0,5.0,25671,0.0,25671.0,Multifamily Housing,25671.0,69.0,723561.0,0.0,666413.0,0.0,0.0,4.65,0,100.00420177525004,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,25671,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,47
23611,Low-Rise Multifamily,1.0,4.0,31379,5829.0,25550.0,Multifamily Housing,31379.0,71.16305096377742,912748.0,0.0,843113.0,0.0,0.0,5.88,0,100.00415145455106,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,31379,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5829.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22
23615,Mid-Rise Multifamily,1.0,6.0,119355,46370.0,72985.0,Multifamily Housing,72985.0,45.0,2165211.0,0.0,2023342.0,0.0,0.0,14.1,0,100.00415171965216,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,72985,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12
23618,Non-Refrigerated Warehouse,1.0,1.0,38255,0.0,38255.0,Non-Refrigerated Warehouse,38255.0,3.0,1147076.0,0.0,416476.0,508638.0,0.0,29.92,0,45.01971144647534,54.98212619865809,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,38255,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,58
23622,Other,1.0,1.0,260241,0.0,260241.0,Other,260241.0,87.0,35823228.0,0.0,25606386.0,7069925.0,0.0,553.99,0,78.36630477196043,21.63694233402958,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,260241,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60
23632,Low-Rise Multifamily,1.0,4.0,144779,0.0,144779.0,Multifamily Housing,144779.0,19.0,4122464.0,0.0,3851124.0,0.0,0.0,26.85,0,100.00418077244575,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,144779,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45
23633,Low-Rise Multifamily,1.0,3.0,20210,0.0,20210.0,Multifamily Housing,20000.0,65.0,581979.0,0.0,383854.0,145969.0,0.0,10.43,0,72.4516663615241,27.551353606124497,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,700.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48
23637,Low-Rise Multifamily,2.0,2.0,21708,0.0,21708.0,Multifamily Housing,21708.0,61.11992560393101,1577240.0,0.0,400280.0,915035.0,0.0,51.39,0,30.432647202383034,69.56864528038513,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,21708,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59
23639,Low-Rise Multifamily,1.0,2.0,55842,0.0,55842.0,Multifamily Housing,42762.0,72.54550424433592,1429141.0,0.0,1331086.0,0.0,0.0,9.28,0,100.0041321351644,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42762,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13080.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9
23643,Low-Rise Multifamily,1.0,4.0,23875,0.0,23875.0,Multifamily Housing,23875.0,79.0,1431479.0,0.0,347397.0,838086.0,0.0,46.93,0,29.304604338029925,70.69657662916534,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,23875,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,86
23652,Low-Rise Multifamily,1.0,4.0,28467,0.0,28467.0,Multifamily Housing,21804.0,89.0,465339.0,0.0,436003.0,0.0,0.0,3.04,0,100.00412858240534,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,21804,0,0,3032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16
23653,Small- and Mid-Sized Office,1.0,3.0,48924,0.0,48924.0,Office,31325.0,96.0,2156584.0,0.0,1253337.0,769913.0,0.0,49.63,0,61.94834215353225,38.05427746284717,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,31325.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13143.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,26
23657,Mid-Rise Multifamily,1.0,6.0,22551,0.0,22551.0,Multifamily Housing,21642.0,58.0,950423.0,0.0,825947.0,90089.0,0.0,10.54,0,90.16878802534059,9.835032931186756,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909.0,0,21642,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14
23658,Low-Rise Multifamily,1.0,2.0,21643,0.0,21643.0,Multifamily Housing,21643.0,96.0,1138862.0,0.0,239998.0,711925.0,0.0,39.48,0,25.2121780036621,74.78887251250902,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,21643,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26
23660,Low-Rise Multifamily,1.0,4.0,26964,4304.0,22660.0,Multifamily Housing,22664.0,86.0,642321.0,0.0,440119.0,169156.0,0.0,12.05,0,72.23864477552166,27.76430964272877,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,22664,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21
23661,Mid-Rise Multifamily,1.0,8.0,139301,0.0,139301.0,Multifamily Housing,94506.0,84.0,3517197.0,0.0,3164711.0,141217.0,0.0,29.56,0,95.73216383220144,4.271798903562439,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,94506,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1066,0.0,0,0,0,0,1448,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17
23671,Small- and Mid-Sized Office,1.0,4.0,50333,18036.0,32297.0,Office,50333.0,85.0,1743543.0,0.0,1477382.0,0.0,0.0,10.3,0,100.00412909584308,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,50333.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,56
23672,Small- and Mid-Sized Office,1.0,4.0,57432,21906.0,35526.0,Office,34160.0,42.0,2700903.0,0.0,2498788.0,0.0,0.0,17.42,0,100.00416219097734,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,34160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19650.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29
23673,Small- and Mid-Sized Office,1.0,3.0,25912,7956.0,17956.0,Office,17332.0,85.0,675680.0,0.0,615920.0,0.0,0.0,4.29,0,100.0042215056487,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,17332.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9162.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,46
23674,Small- and Mid-Sized Office,1.0,3.0,57132,21908.0,35224.0,Office,33705.0,31.0,2286622.0,0.0,2286717.0,0.0,0.0,15.94,0,100.00415460010443,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,33705.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21908.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15
23677,Mid-Rise Multifamily,1.0,6.0,49510,0.0,49510.0,Multifamily Housing,49510.0,94.38483896486665,3038937.0,0.0,2166976.0,527967.0,0.0,43.15,0,80.41165881775369,19.59168088203698,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,49510,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,47
23679,Low-Rise Multifamily,1.0,3.0,23664,0.0,23664.0,Multifamily Housing,23664.0,82.5683770328723,1111734.0,0.0,984659.0,0.0,0.0,6.86,0,100.00416405143923,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,23664,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38
23680,Low-Rise Multifamily,1.0,3.0,42169,800.0,41369.0,Multifamily Housing,36628.0,85.14474650541631,1202918.0,0.0,1121306.0,0.0,0.0,7.82,0,100.00419171663282,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,36628,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9
23682,Senior Care Community,1.0,3.0,144682,0.0,144682.0,Senior Care Community,120513.0,91.63400460155579,5573246.0,0.0,3583206.0,1648316.0,0.0,112.52,0,68.49456156156329,31.508286639090734,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,24169,0.0,0,120513,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
23689,Worship Facility,1.0,2.0,24224,0.0,24224.0,Worship Facility,24224.0,91.0,1201212.0,0.0,623884.0,440886.0,0.0,27.76,0,58.59468699078183,41.40766098925095,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,24224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,58
23691,Worship Facility,1.0,1.0,23706,0.0,23706.0,Worship Facility,23706.0,47.0,479695.0,0.0,187572.0,210793.0,0.0,12.5,0,47.086407418471374,52.915600830410916,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,23706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,52
23695,Mid-Rise Multifamily,1.0,5.0,27288,0.0,27288.0,Multifamily Housing,27288.0,43.996217361041126,1441491.0,0.0,334690.0,863725.0,0.0,48.21,0,27.92804745656921,72.07312076675504,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,27288,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52
23701,Non-Refrigerated Warehouse,1.0,1.0,31900,0.0,31900.0,Non-Refrigerated Warehouse,28000.0,45.936491290732995,1090032.0,0.0,1090077.0,0.0,0.0,7.6,0,100.0041283191686,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,28000,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,52
23708,Low-Rise Multifamily,1.0,3.0,20184,0.0,20184.0,Multifamily Housing,20184.0,99.23168726502172,168939.0,0.0,151804.0,0.0,0.0,1.06,1,100.00395262124667,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20184,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58
23711,Other,1.0,1.0,49066,0.0,49066.0,Social/Meeting Hall,49000.0,90.0,4934802.0,0.0,571633.0,3247654.0,0.0,176.47,0,14.967102291724869,85.03352610176361,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,49000,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,98
23712,Worship Facility,1.0,3.0,30740,0.0,30740.0,Worship Facility,28293.0,70.0,1855173.0,0.0,604231.0,969496.0,0.0,55.7,0,38.395540194738395,61.606111961547974,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,11630,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,28293,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,63
23713,Low-Rise Multifamily,1.0,4.0,21540,0.0,21540.0,Multifamily Housing,21540.0,30.0,769676.0,0.0,769707.0,0.0,0.0,5.37,0,100.00402766878531,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,21540,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53
23716,Supermarket/Grocery Store,1.0,1.0,67450,0.0,67450.0,Supermarket/Grocery Store,42760.0,64.0,11266246.0,0.0,6924747.0,3926985.0,0.0,256.84,0,63.81406601868525,36.18859722158611,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,42760,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,56
23723,Mid-Rise Multifamily,1.0,6.0,67796,11761.0,56035.0,Multifamily Housing,39469.0,47.0,2573335.0,0.0,1556411.0,735823.0,0.0,49.93,0,67.90123241349133,32.10160332855038,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,39469,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23160.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9
23730,Non-Refrigerated Warehouse,1.0,1.0,46970,0.0,46970.0,Non-Refrigerated Warehouse,46970.0,80.9160780791528,11441.0,0.0,11442.0,0.0,0.0,0.08,0,100.008740494712,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,46970,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,67
23736,Non-Refrigerated Warehouse,1.0,1.0,47554,0.0,47554.0,Non-Refrigerated Warehouse,18133.0,85.0,1003381.0,0.0,857817.0,171303.0,0.0,15.08,0,83.35733526126147,16.646162995440605,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,18133,8679.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2388.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,84
23742,Small- and Mid-Sized Office,1.0,2.0,43016,5400.0,37616.0,Office,43016.0,42.0,1453424.0,0.0,114193.0,1023332.0,0.0,55.15,0,10.038768549124411,89.96167100358676,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,43016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,36
23743,Mixed Use Property,1.0,1.0,24196,0.0,24196.0,Other,8711.0,99.0,1217540.0,0.0,689629.0,341439.0,0.0,22.94,0,66.8868005962917,33.11601210041521,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,6792,5306.0,8711,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,84
23744,Small- and Mid-Sized Office,1.0,2.0,20671,0.0,20671.0,Office,20671.0,94.0,812340.0,0.0,191369.0,436662.0,0.0,24.53,0,30.47165470054441,69.52961913815258,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,20671.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,75
23752,Low-Rise Multifamily,1.0,2.0,24150,0.0,24150.0,Multifamily Housing,20125.0,98.0,820098.0,0.0,696805.0,0.0,0.0,4.86,0,100.0040185023329,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20125,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30
23757,Non-Refrigerated Warehouse,1.0,1.0,21600,0.0,21600.0,Non-Refrigerated Warehouse,21600.0,68.68759603462158,658094.0,0.0,260985.0,262159.0,0.0,15.74,0,49.88884279905875,50.11325991669423,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,21600,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,88
23758,Mid-Rise Multifamily,1.0,5.0,30418,0.0,30418.0,Multifamily Housing,21474.0,80.0,536200.0,0.0,519339.0,0.0,0.0,3.62,0,100.00423633349187,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,21474,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16
